id,tweetText,tweetURL,type,handle,replyCount,quoteCount,retweetCount,likeCount,views,bookmarkCount,createdAt,allMediaURL,videoURL
1194368916686082048,"El nuevo tráiler de Sonic está aquí, y soy la voz oficial para toda América Latina 🦔 ¡OLV KE PERRA EMOSSSIOOOONNNN! 😍 Estrena en cines el 14 de Febrero de 2020 🎥 #SonicLaPelícula",https://x.com/undefined/status/1194368916686082048,tweet,@undefined,637,246,1893,22293,-,123,2019-11-12 15:38:34,,
1194052941969276929,😍🇪🇨👨🏽‍🦱 ECUADOR 👨🏽‍🦱🇪🇨😍 https://t.co/SxKG7b2e0n,https://x.com/undefined/status/1194052941969276929,tweet,@undefined,472,114,1648,37608,-,16,2019-11-11 18:43:00,https://pbs.twimg.com/media/EJIgzVNW4AEwNo1.jpg,
1193978716965265408,ola amiga estas mui bonita komo t yamas https://t.co/2kLJGQYPMu,https://x.com/undefined/status/1193978716965265408,tweet,@undefined,423,130,1995,39649,-,38,2019-11-11 13:48:03,https://pbs.twimg.com/media/EJHdTRTXsAABgDF.jpg,
1192265650254811137,"En el lodo de mi corazón, eres la puerca que más se revuelca.",https://x.com/undefined/status/1192265650254811137,tweet,@undefined,419,502,5939,44930,-,225,2019-11-06 20:20:56,,
1190373925211049984,:v https://t.co/3nYbjSlla1,https://x.com/undefined/status/1190373925211049984,tweet,@undefined,297,102,4848,66695,-,93,2019-11-01 15:03:54,https://pbs.twimg.com/media/EIUOxYnWwAE90Z4.jpg,
1190317054001328128,"@PixelsIto Jajajaja, wow. Te quedó PRRÓN 😍",https://x.com/undefined/status/1190317054001328128,tweet,@undefined,0,0,2,112,-,0,2019-11-01 11:17:55,,
1190076900468756485,"A falta de disfraz, una sopa Maruchan 🍜 https://t.co/FhchG5ohXm",https://x.com/undefined/status/1190076900468756485,tweet,@undefined,304,130,1376,36203,-,21,2019-10-31 19:23:38,https://pbs.twimg.com/media/EIQAoW_WsAAeXaz.jpg,
1188924185411817472,"Tú también flotarás, prro 🤡🎈

@ElJuanpaZurita y yo tuvimos la idea de hacer estas fotos perronas para la época tenebrosa, y el resultado me ha ENCANTADO 🔥

El trabajo tras cámara es de @arturoplataa 📸 https://t.co/efYxmlRuHR",https://x.com/undefined/status/1188924185411817472,tweet,@undefined,294,60,1267,29290,-,34,2019-10-28 15:03:09,"https://pbs.twimg.com/media/EH_oPZFXUAENwtC.jpg,https://pbs.twimg.com/media/EH_oPZGWoAEZB3I.jpg,https://pbs.twimg.com/media/EH_oPZEXkAA9ApL.jpg,https://pbs.twimg.com/media/EH_oPZEX0AMUrzw.jpg",
1188228076993470464,Un “vaya dato perturbador” desde Chile 🇨🇱 https://t.co/VpnLw6AQ4r,https://x.com/undefined/status/1188228076993470464,tweet,@undefined,173,81,3637,46539,-,51,2019-10-26 17:57:04,https://pbs.twimg.com/media/EH1vIrjX0AI23nW.jpg,
1187932802144243712,¿El Bromas o el Peniwais? https://t.co/ScCfJ6XEv8,https://x.com/undefined/status/1187932802144243712,tweet,@undefined,514,62,1719,46108,-,45,2019-10-25 22:23:45,"https://pbs.twimg.com/media/EHxilPlX4AEgXu9.jpg,https://pbs.twimg.com/media/EHxilPjXYAAn0i-.jpg",
1187536677742485504,@PattyLu170399 SSSSIIIII! 😍😍😍,https://x.com/undefined/status/1187536677742485504,tweet,@undefined,0,0,1,64,-,0,2019-10-24 20:09:41,,
1187536603473989632,@MikeJimnz LO SABES xD,https://x.com/undefined/status/1187536603473989632,tweet,@undefined,1,0,0,120,-,0,2019-10-24 20:09:24,,
1187536555805761536,@wonicawartinez 😁😁😁😁❤️❤️❤️❤️,https://x.com/undefined/status/1187536555805761536,tweet,@undefined,0,0,7,223,-,0,2019-10-24 20:09:12,,
1187536423957815296,@wonicawartinez FELICIDADEEESSS!!!! CRUCKSAZAAAA!!! 😁 🎈 🎂 🥳,https://x.com/undefined/status/1187536423957815296,tweet,@undefined,4,0,7,111,-,0,2019-10-24 20:08:41,,
1187536302738157569,Hoy firmé 600 libros. Estoy tan agotado como emocionado de que esto esté sucediendo 😍 https://t.co/Syhr5hPvps,https://x.com/undefined/status/1187536302738157569,tweet,@undefined,438,190,1412,42767,-,35,2019-10-24 20:08:12,"https://pbs.twimg.com/media/EHr5valWsAEKQqM.jpg,https://pbs.twimg.com/media/EHr5valWsAAyvE-.jpg,https://pbs.twimg.com/media/EHr5vaqXYAAEZNm.jpg,https://pbs.twimg.com/media/EHr5vakWwAAeXC4.jpg",
1186728903337009162,"Hoy al fin les puedo mostrar mi libro. ESTOY SÚPER EMOCIONADO 😍

Meses viajando, fotografiando y escribiendo para al fin tenerlo en mis manos. Ya quiero que lo tengan, lo lean, lo presten y lo regalen.

En preventa hoy y en tiendas 12 de Noviembre 📚 #LugaresAsombrosos https://t.co/qvO5imiZgr",https://x.com/undefined/status/1186728903337009162,tweet,@undefined,721,669,3868,52161,-,109,2019-10-22 14:39:53,"https://pbs.twimg.com/media/EHgbpDjWwAYJZpY.jpg,https://pbs.twimg.com/media/EHgbpDhWsAAcq7_.jpg",
1186426848907071494,@genysolis_ Tu batería está muriendooo 😱,https://x.com/undefined/status/1186426848907071494,tweet,@undefined,7,1,4,493,-,2,2019-10-21 18:39:38,,
1186397768308482048,@wonicawartinez xDDD,https://x.com/undefined/status/1186397768308482048,tweet,@undefined,2,0,9,538,-,0,2019-10-21 16:44:04,,
1186397349742030848,"Ser feo también tiene sus ventajas.

Pero como soy hermoso no sé cuáles son. https://t.co/1zog4zKD9U",https://x.com/undefined/status/1186397349742030848,tweet,@undefined,625,525,8331,75882,-,208,2019-10-21 16:42:25,"https://pbs.twimg.com/media/EHbuGJuWoAAzbMe.jpg,https://pbs.twimg.com/media/EHbuGJvWkAEne_3.jpg",
1185002233714401280,Llegué a 15 millones en Instagram y pensé que sería una buena idea celebrar como quinceañera xD https://t.co/PI4hyS0ffG,https://x.com/undefined/status/1185002233714401280,tweet,@undefined,2643,3206,16955,176404,-,397,2019-10-17 20:18:43,"https://pbs.twimg.com/media/EHH5M6_X0AIPdgn.jpg,https://pbs.twimg.com/media/EHH5M7AXUAsypoC.jpg,https://pbs.twimg.com/media/EHH5M7BXYAAtpWe.jpg,https://pbs.twimg.com/media/EHH5M6_W4AUN2u9.jpg",
1183593793662181376,chikoz maloz ✌🏽 https://t.co/xni42UGlR5,https://x.com/undefined/status/1183593793662181376,tweet,@undefined,334,107,1104,42056,-,27,2019-10-13 23:02:05,https://pbs.twimg.com/media/EGz4QsSX4AEciY8.jpg,
1182481075148378113,Estás como la fecha de hoy: 10/10,https://x.com/undefined/status/1182481075148378113,tweet,@undefined,383,820,13325,57150,-,156,2019-10-10 21:20:32,,
1182061750448836608,@dzn_gio Wow. Te quedó MUY perro. MUUUYYY!!,https://x.com/undefined/status/1182061750448836608,tweet,@undefined,2,1,7,197,-,1,2019-10-09 17:34:17,,
1182061338471747585,@neo_yugi @PokemonGoApp Jajajajaja. Bulbasaur mola.,https://x.com/undefined/status/1182061338471747585,tweet,@undefined,10,0,4,107,-,0,2019-10-09 17:32:39,,
1180642867729063937,El Bromas 🤡 https://t.co/90janc0mGj,https://x.com/undefined/status/1180642867729063937,tweet,@undefined,834,435,4123,87412,-,77,2019-10-05 19:36:09,"https://pbs.twimg.com/media/EGJ8bRQW4AA1q6i.jpg,https://pbs.twimg.com/media/EGJ8bRQXYAAdE1w.jpg",
1180241153834323968,"La piedad es la edad de los pies.

Las mentiras son tiras de mentas.

Y las promesas son mesas profesionales.",https://x.com/undefined/status/1180241153834323968,tweet,@undefined,371,120,3471,32052,-,139,2019-10-04 16:59:53,,
1179915708349779968,A veces los coches van más rápido que las personas.,https://x.com/undefined/status/1179915708349779968,tweet,@undefined,481,141,2456,35523,-,22,2019-10-03 19:26:41,,
1179432665201725440,@JuanBertheau Jajajajajaja c mamutearon,https://x.com/undefined/status/1179432665201725440,tweet,@undefined,25,0,38,3107,-,1,2019-10-02 11:27:14,,
1179432586021466112,@MagdalenaSnche1 @JuanBertheau Jajajaja c mamutearon,https://x.com/undefined/status/1179432586021466112,tweet,@undefined,0,0,1,89,-,0,2019-10-02 11:26:55,,
1178451043778273283,Trágame tierra y escúpeme a tu lado.,https://x.com/undefined/status/1178451043778273283,tweet,@undefined,279,524,10931,48348,-,137,2019-09-29 18:26:38,,
1177643419662991361,@thefamousfrooy @alanxelmundo Jajajaja LO ES xD,https://x.com/undefined/status/1177643419662991361,tweet,@undefined,2,0,2,71,-,0,2019-09-27 12:57:25,,
1177042452794003456,Hace frío afuera. Ponte un suéter.,https://x.com/undefined/status/1177042452794003456,tweet,@undefined,390,179,2365,33403,-,27,2019-09-25 21:09:23,,
1176256414135644160,"Oigan, pues casi no se iSO fila para el iPhone 11.

¿Entienden? ¿iSO?

ajjajajaajjj xD xP",https://x.com/undefined/status/1176256414135644160,tweet,@undefined,932,175,1562,39119,-,32,2019-09-23 17:05:57,,
1176148709035429889,@smdani xD,https://x.com/undefined/status/1176148709035429889,tweet,@undefined,3,0,0,158,-,0,2019-09-23 09:57:58,,
1175878624773386241,Perrea por tus sueños.,https://x.com/undefined/status/1175878624773386241,tweet,@undefined,397,628,16328,62301,-,184,2019-09-22 16:04:45,,
1175514329803833345,"@iDjsRoger Sí es! Es una nueva, mira. ALTO GRADO DE EPICIDAD. Planchada de ve más chida, la mía está toda arrugada xD https://t.co/DLaKTjJlyD",https://x.com/undefined/status/1175514329803833345,tweet,@undefined,8,0,11,449,-,0,2019-09-21 15:57:10,"https://pbs.twimg.com/media/EFBEDHZX4AAawiJ.jpg,https://pbs.twimg.com/media/EFBEDHXXUAE1bQY.jpg",
1175513269727059968,salu2 prros https://t.co/cei121u1Ei,https://x.com/undefined/status/1175513269727059968,tweet,@undefined,282,30,509,29988,-,13,2019-09-21 15:52:58,https://pbs.twimg.com/media/EFBDFfuXsAAiiKO.jpg,
1175196211214770176,@thefamousfrooy :’v,https://x.com/undefined/status/1175196211214770176,tweet,@undefined,12,0,3,607,-,0,2019-09-20 18:53:05,,
1175195309665898501,¿En serio éste es tu ídolo? 🤬 https://t.co/CCVtShJsi3,https://x.com/undefined/status/1175195309665898501,tweet,@undefined,275,67,2151,34502,-,44,2019-09-20 18:49:30,"https://pbs.twimg.com/media/EE8h5uTXsAYs_rl.jpg,https://pbs.twimg.com/media/EE8h5uSXYAIVBey.jpg",
1174706165755916288,@MikeJimnz Jajajaja AH PERRO,https://x.com/undefined/status/1174706165755916288,tweet,@undefined,1,0,0,105,-,0,2019-09-19 10:25:49,,
1174701645504098311,¿Simulacro? Simulacro cada que me escribes y me haces creer que sí quieres algo :’v,https://x.com/undefined/status/1174701645504098311,tweet,@undefined,456,892,11305,66532,-,289,2019-09-19 10:07:51,,
1174424871368974337,@ed_moreville :’v,https://x.com/undefined/status/1174424871368974337,tweet,@undefined,2,0,2,237,-,0,2019-09-18 15:48:03,,
1174424514869915648,"CRACK. La nueva épica línea de merch que todo crack debe tener 😎

¡Estoy bien emocionado por esto! Ya pueden comprar sus mochilas, gorras y t-shirts en https://t.co/ChMnLdxIaK 🛍  Envíos a todo el mundo 🌎 https://t.co/3DmhnE8aie",https://x.com/undefined/status/1174424514869915648,tweet,@undefined,421,542,383,11631,-,11,2019-09-18 15:46:38,"https://pbs.twimg.com/media/EExk3AdUEAAdiHR.jpg,https://pbs.twimg.com/media/EExk3AcUwAASQLh.jpg,https://pbs.twimg.com/media/EExk3AdUYAA96T4.jpg,https://pbs.twimg.com/media/EExk3AcUcAA6EdX.jpg",
1173694378742833153,ELLAE CA LLAI TAAAA,https://x.com/undefined/status/1173694378742833153,tweet,@undefined,440,352,9696,65430,-,67,2019-09-16 15:25:20,,
1171852541568700417,"Un hacha cortante, como las respuestas que me das https://t.co/Ob6PS7zm44",https://x.com/undefined/status/1171852541568700417,tweet,@undefined,364,342,6113,56577,-,102,2019-09-11 13:26:32,https://pbs.twimg.com/media/EENBq2HWsAEGbjy.jpg,
1171554950360522753,ola presiosa ke ases https://t.co/YJ4bPjBKai,https://x.com/undefined/status/1171554950360522753,tweet,@undefined,974,247,2892,51732,-,48,2019-09-10 17:44:01,https://pbs.twimg.com/media/EEIy_x5XUAAnWS1.jpg,
1170792303696470016,@wonicawartinez Jajajaja &gt;:c,https://x.com/undefined/status/1170792303696470016,tweet,@undefined,3,0,10,973,-,0,2019-09-08 15:13:32,,
1170791632486187010,"Hoy con un amigo de Egipto buscamos “Luisito Comunica” escrito en árabe para ver qué sale en YouTube.

Pues sale un video EN ÁRABE que dice que se debe tener cuidado con ese hombre mexicano porque se le acusa de secuestrador.

Jajajajaja. Ya ven hasta dónde llegan sus memes 🤬🤬",https://x.com/undefined/status/1170791632486187010,tweet,@undefined,570,230,3532,60070,-,67,2019-09-08 15:10:52,,
1170022451977359360,Desde las ruinas de Egipto se sigue viendo que no te ama https://t.co/0I7y5Ha3Ia,https://x.com/undefined/status/1170022451977359360,tweet,@undefined,638,787,7174,69513,-,118,2019-09-06 12:14:25,https://pbs.twimg.com/media/EDzBNrzXkAEsEks.jpg,
1169690936802205697,Ser adicto al crack no es digno de un crack.,https://x.com/undefined/status/1169690936802205697,tweet,@undefined,352,185,6557,63104,-,73,2019-09-05 14:17:05,,
1169021942529236992,ke zad :’v https://t.co/r7C1g9TeJV,https://x.com/undefined/status/1169021942529236992,tweet,@undefined,554,109,3125,50781,-,61,2019-09-03 17:58:45,https://pbs.twimg.com/media/EDkzQLpXkAETcsu.jpg,
1168903057452781568,@cecy_anita ¡Feliz cumple! 🎁,https://x.com/undefined/status/1168903057452781568,tweet,@undefined,3,0,5,458,-,0,2019-09-03 10:06:20,,
1168901045776539652,Ya nos vamos de viaje este crack y yo 🐸 https://t.co/wwmgy8P4tq,https://x.com/undefined/status/1168901045776539652,tweet,@undefined,410,98,917,37785,-,15,2019-09-03 09:58:21,https://pbs.twimg.com/media/EDjFTOqW4AYexqp.jpg,
1167878695526129664,¿Este es tu ídolo? https://t.co/LxeVidgg9c,https://x.com/undefined/status/1167878695526129664,tweet,@undefined,1206,304,4798,88862,-,59,2019-08-31 14:15:53,https://pbs.twimg.com/media/EDUjeWeUcAAMzbe.jpg,
1167546955716792321,"–Hola, papá
–Hola, hija. ¿Cómo se llama tu amiga?
–Paola
–Ya te saludé, mensa

ajjajajjaj xD xP",https://x.com/undefined/status/1167546955716792321,tweet,@undefined,1297,724,7276,92714,-,323,2019-08-30 16:17:40,,
1166847070231310338,@tytadrian Jajajajaja!,https://x.com/undefined/status/1166847070231310338,tweet,@undefined,7,0,2,458,-,2,2019-08-28 17:56:35,,
1166846821534183424,@iDjsRoger Estaba bien divertidoooo :C,https://x.com/undefined/status/1166846821534183424,tweet,@undefined,9,0,2,915,-,0,2019-08-28 17:55:35,,
1166846719142912000,@Heisenberg_SV SHO TE LO DIGO NENEEEE,https://x.com/undefined/status/1166846719142912000,tweet,@undefined,7,0,5,1352,-,0,2019-08-28 17:55:11,,
1166846680525918209,@ElvitaAvaroma Muuuuucha pena!!! Qué feoooo! :(,https://x.com/undefined/status/1166846680525918209,tweet,@undefined,22,1,9,1820,-,0,2019-08-28 17:55:02,,
1166846540259954688,"@fertzx No manches, jamás. Neta estoy triste :’( No sé si reír o llorar. Jajajaja.",https://x.com/undefined/status/1166846540259954688,tweet,@undefined,26,0,15,1475,-,0,2019-08-28 17:54:28,,
1166846349909925889,@wonicawartinez Jajajajaja! :’(,https://x.com/undefined/status/1166846349909925889,tweet,@undefined,10,0,25,2495,-,2,2019-08-28 17:53:43,,
1166846011039465472,@Juliangr18 Está pidiendo a la gente que den click a un enlace y descarguen una aplicación. Claramente para que un grupo feo de personas gane dinero. Jajajaja. Qué tristeee 🤣,https://x.com/undefined/status/1166846011039465472,tweet,@undefined,41,0,41,2361,-,1,2019-08-28 17:52:22,,
1166845849500028934,@BZC01 PERO FEO! Jajajaja :(,https://x.com/undefined/status/1166845849500028934,tweet,@undefined,4,0,4,866,-,0,2019-08-28 17:51:44,,
1166845807473102850,@wonicawartinez Jajajaja! :’v,https://x.com/undefined/status/1166845807473102850,tweet,@undefined,6,1,9,1183,-,0,2019-08-28 17:51:34,,
1166845580645208065,"¿Recuerdan al señor de 60 años que queríamos llevar de viaje?

Pues hackearon su canal y pusieron a un hombre URUGUAYO a actuar y decir que es él. Jajajaja.

Qué feo que de algo bien bonito que queríamos hacer, un grupo de personas feas se aprovechó. Qué mala es alguna gente :’(",https://x.com/undefined/status/1166845580645208065,tweet,@undefined,2435,533,6532,96592,-,91,2019-08-28 17:50:40,,
1166728049347432453,"@Tincho0411 Jajajaja, en serio?! 🤣 GRACIAS A TO2",https://x.com/undefined/status/1166728049347432453,tweet,@undefined,2,0,1,273,-,0,2019-08-28 10:03:38,,
1166727385909256193,"Buenos días, príncipes. No debí despertarme tan temprano, pero en ocasiones alguien debe enseñarle al sol cómo se brilla. https://t.co/zsqmtcvgCR",https://x.com/undefined/status/1166727385909256193,tweet,@undefined,536,421,4219,72230,-,209,2019-08-28 10:01:00,https://pbs.twimg.com/media/EDEMXbYXoAES6Uu.jpg,
1166446339556859905,"¡Ah perro!

26 MILLONES DE CRECKS 😎 https://t.co/Cuh9jTOo4U",https://x.com/undefined/status/1166446339556859905,tweet,@undefined,501,76,1582,54320,-,13,2019-08-27 15:24:13,https://pbs.twimg.com/media/EDAMwZeX4AAcxGS.jpg,
1166115623505670144,"@Martin93634395 EL MOMENTO PRECISOOOO! Gracias, BOSSSS! 😎😎😎",https://x.com/undefined/status/1166115623505670144,tweet,@undefined,5,0,16,2647,-,1,2019-08-26 17:30:04,,
1166115141806698496,Al parecer hemos sido Auron y yo los responsables del incendio en el Amazonas https://t.co/ruX5MEua08,https://x.com/undefined/status/1166115141806698496,tweet,@undefined,931,417,5847,64175,-,102,2019-08-26 17:28:09,"https://pbs.twimg.com/media/EC7fhNEXkAcPTng.jpg,https://pbs.twimg.com/media/EC7fhM_XkAA3pp3.jpg",
1165697172622499843,Luisillo el jeque 🧔🏻🇦🇪 https://t.co/JJxlCeJ44N,https://x.com/undefined/status/1165697172622499843,tweet,@undefined,708,188,1435,58984,-,26,2019-08-25 13:47:18,"https://pbs.twimg.com/media/EC1jZDGWkAAJGoP.jpg,https://pbs.twimg.com/media/EC1jZDoXYAAACRW.jpg",
1165427778893824001,@wonicawartinez Jajajaaa &gt;:’v,https://x.com/undefined/status/1165427778893824001,tweet,@undefined,8,0,14,722,-,0,2019-08-24 19:56:49,,
1165292202613989376,"@Martin93634395 Jajaja, naaah. Todo bien, hermano. Experiencias que suceden 😎🥊",https://x.com/undefined/status/1165292202613989376,tweet,@undefined,6,0,2,178,-,0,2019-08-24 10:58:05,,
1165291940319023106,"@SlinkHyrule Ya está bien complicada la novela. Jajajaja. Se supone que hoy se sube el video a su canal, no? 😱",https://x.com/undefined/status/1165291940319023106,tweet,@undefined,7,0,1,115,-,0,2019-08-24 10:57:03,,
1165291370048892928,"¿Recuerdan a la señora que les presenté en un video de Guatemala, que vivía entre las cenizas que quedaron de su ciudad tras una erupción volcánica?

Al parecer ya podrá salir de ahí. Qué bonito es lo bonito ♥️",https://x.com/undefined/status/1165291370048892928,tweet,@undefined,209,32,1225,21805,-,22,2019-08-24 10:54:47,,
1164606757685084162,"Acabo de ver esto en un supermercado de Dubai. FRUTA EN ENVOLTURA DE PLÁSTICO.

Merecemos todo lo que pasa con el planeta. https://t.co/RnosZj6p3R",https://x.com/undefined/status/1164606757685084162,tweet,@undefined,1030,1320,16855,73110,-,117,2019-08-22 13:34:23,"https://pbs.twimg.com/media/ECmDqf9WkAAR_YV.jpg,https://pbs.twimg.com/media/ECmDqf_WsAMJGxe.jpg,https://pbs.twimg.com/media/ECmDqf5X4AAIB7c.jpg,https://pbs.twimg.com/media/ECmDqgAXUAIH11i.jpg",
1164546238106263552,"@ironydznn Jajajajja. Hay que venderle la idea a HBO, alvvvv",https://x.com/undefined/status/1164546238106263552,tweet,@undefined,14,1,24,2384,-,0,2019-08-22 09:33:54,,
1164543588509868033,"Está arriba de mí. Ya me está ganando el lugar en tendencias. Sin saberlo, he construido al arma que terminará por destruirme :’( https://t.co/RyLBxUYKfh",https://x.com/undefined/status/1164543588509868033,tweet,@undefined,829,139,2969,51885,-,110,2019-08-22 09:23:22,"https://pbs.twimg.com/media/EClKNxwXYAMINvN.jpg,https://pbs.twimg.com/media/EClKNyAXkAEtRWH.jpg,https://pbs.twimg.com/media/EClKNx7WkAA3jK1.jpg",
1164276475517906944,"La zona del amazonas se está quemando, amigos. Estamos hablando de un pulmón de nuestro planeta. Se necesita ayuda internacional para combatir semejante incendio.

Infórmense y publiquen, que es una manera de presionar para que grandes organizaciones tomen acción. https://t.co/vgbcX20Apr",https://x.com/undefined/status/1164276475517906944,tweet,@undefined,1228,1511,59625,103476,-,159,2019-08-21 15:41:57,"https://pbs.twimg.com/media/EChXRtnXsAE_JTp.jpg,https://pbs.twimg.com/media/EChXRtgWsAUnWCl.jpg",
1163932926041624576,@Shaddihernandez Jajajajaja!,https://x.com/undefined/status/1163932926041624576,tweet,@undefined,37,0,11,1388,-,0,2019-08-20 16:56:49,,
1163932863907160067,@MikeJimnz Jajajaja! Wowww! Voy a checar la transmisión! A mí se me pasó el momento exacto porque estaba volandooo! 🤣🤣🤣,https://x.com/undefined/status/1163932863907160067,tweet,@undefined,32,0,24,1448,-,0,2019-08-20 16:56:34,,
1163932460666806276,"Éste es un momento épico en internet. HISTÓRICO.

Un hombre que lo único que hizo fue comentar “nunca he viajado” ha llegado a UN MILLÓN de suscriptores. SIN UN SOLO VIDEO.

Jajajajaja. Wow. Estoy FLIPANDO. Gracias a todos por treparse en este tren. Esto es un logro de todos 🤣🏆 https://t.co/fJnP2rjue1",https://x.com/undefined/status/1163932460666806276,tweet,@undefined,2173,475,5622,81443,-,114,2019-08-20 16:54:58,https://pbs.twimg.com/media/ECceZmvWsAERnUV.jpg,
1162854339859271680,@CheloBeatsV2 YA APARECEEE SERGIO &gt;:v,https://x.com/undefined/status/1162854339859271680,tweet,@undefined,33,1,21,1145,-,1,2019-08-17 17:30:54,,
1162464490249605122,Sí. Son unos tacones de paloma 👠🐦 https://t.co/xZluJ3LvUP,https://x.com/undefined/status/1162464490249605122,tweet,@undefined,1114,459,2715,59774,-,78,2019-08-16 15:41:46,"https://pbs.twimg.com/media/ECHnSRiVAAAG1cP.jpg,https://pbs.twimg.com/media/ECHnSRhUwAETh9P.jpg",
1162162180688470016,"Jajajajajaja, wow. Más de 300,000 suscriptores sin un sólo video. 

Este hombre está rompiendo las reglas. Es un rebelde, un antisistema, UN CRACK 🤣 https://t.co/fvslpPsduA",https://x.com/undefined/status/1162162180688470016,tweet,@undefined,1150,160,2239,45351,-,31,2019-08-15 19:40:30,https://pbs.twimg.com/media/ECDUV5IUEAAqKcy.jpg,
1161844102473887745,@Fanny_Parangueo PUEDE SERRR! 😱😱,https://x.com/undefined/status/1161844102473887745,tweet,@undefined,9,0,8,462,-,0,2019-08-14 22:36:34,,
1161844041534885888,@StefanyCardona2 Hay una GRAN posibilidad de que lo sea 🤣,https://x.com/undefined/status/1161844041534885888,tweet,@undefined,18,1,12,1481,-,0,2019-08-14 22:36:20,,
1161843901931708421,@StefanyCardona2 &gt;:’v,https://x.com/undefined/status/1161843901931708421,tweet,@undefined,11,2,20,1978,-,0,2019-08-14 22:35:46,,
1161843797174734848,"@MikeJimnz Jajajaja, MOMAZO. Ya lo había visto en el grupo xD",https://x.com/undefined/status/1161843797174734848,tweet,@undefined,8,0,17,2108,-,0,2019-08-14 22:35:21,,
1161843654673207296,"@wonicawartinez Jajajaja, existe una ENORME posibilidad de que sea ése el desenlace 🤣",https://x.com/undefined/status/1161843654673207296,tweet,@undefined,20,0,26,2609,-,0,2019-08-14 22:34:47,,
1161842350462767104,"Ah perro! 118,000 suscriptores sin un sólo video! 🤣

ESTE HOMBRE ESTÁ HACIENDO HISTORIA Y AÚN NI SE ENTERA https://t.co/xZdA9c2lcK",https://x.com/undefined/status/1161842350462767104,tweet,@undefined,1265,182,3551,61581,-,77,2019-08-14 22:29:36,https://pbs.twimg.com/media/EB-xdUrWkAE3cUh.jpg,
1161756412772589573,@eriicsfw @Mythras0 Aquí está el link 👆🏼 Este CRACK se encargó de ponerlo 👆🏼,https://x.com/undefined/status/1161756412772589573,tweet,@undefined,25,1,26,2297,-,4,2019-08-14 16:48:07,,
1161754746090348544,@alexanderZM5910 Y me supera en suscriptores alvvv 🤣,https://x.com/undefined/status/1161754746090348544,tweet,@undefined,24,1,55,4864,-,2,2019-08-14 16:41:30,,
1161754651215224834,@VisitaLoMajo xD xD,https://x.com/undefined/status/1161754651215224834,tweet,@undefined,15,1,24,2166,-,0,2019-08-14 16:41:07,,
1161754256640270336,"OLOVORGO, se me acaba de ocurrir algo. Hagamos que Sergio Ramirez llegue a 100,000 suscriptores y presionemos para que YouTube le mande su botón de plata. Entonces así sabremos cuál es su dirección y llegamos con su botón de plata Y SU VIAJE GRATIS 😱🤯 https://t.co/hA4OKWl8NM",https://x.com/undefined/status/1161754256640270336,tweet,@undefined,2070,307,6053,73052,-,111,2019-08-14 16:39:33,https://pbs.twimg.com/media/EB9hVkeXkAAimj1.jpg,
1160022819297615872,He escuchado que el señor Sergio Ramírez está oculto dentro del Area 51. Una razón más para ir.,https://x.com/undefined/status/1160022819297615872,tweet,@undefined,474,48,1896,47812,-,21,2019-08-09 21:59:26,,
1159593630794780672,Quiero encontrar a este hombre e invitarlo de viaje. Qué conmovedor :) https://t.co/5DR4JQhYgn,https://x.com/undefined/status/1159593630794780672,tweet,@undefined,2747,1568,28473,233568,-,489,2019-08-08 17:34:00,https://pbs.twimg.com/media/EBe0QOBUYAAB_Nd.jpg,
1159283066570854400,@wonicawartinez Jajajajaja :’’’v,https://x.com/undefined/status/1159283066570854400,tweet,@undefined,2,0,8,545,-,1,2019-08-07 20:59:56,,
1159282884189941760,@wonicawartinez :c,https://x.com/undefined/status/1159282884189941760,tweet,@undefined,9,0,7,153,-,0,2019-08-07 20:59:12,,
1159282536914149377,"Eh we.

Acércate we.

No es de a webo tuitear, ¿eh?

Ah bueno. Pensé que no sabías.",https://x.com/undefined/status/1159282536914149377,tweet,@undefined,397,148,2440,32115,-,37,2019-08-07 20:57:49,,
1158848049009106946,"Ah, wow. ¿Compraste unos zapatos en Gucci y luego te sacaste una foto afuera de la tienda? Qué impresionante. Seguro tienes mucho dinero.",https://x.com/undefined/status/1158848049009106946,tweet,@undefined,587,345,6332,68554,-,74,2019-08-06 16:11:19,,
1158484594368417792,@EliasColque95 Faltó demasiadoooo! Pero qué cool que te agradó 😁 🇧🇴,https://x.com/undefined/status/1158484594368417792,tweet,@undefined,1,0,3,232,-,0,2019-08-05 16:07:05,,
1158475284993191936,@_Tasama CRECK,https://x.com/undefined/status/1158475284993191936,tweet,@undefined,0,0,0,14,-,0,2019-08-05 15:30:06,,
1158475229263515653,@andresbrz XD,https://x.com/undefined/status/1158475229263515653,tweet,@undefined,2,0,3,402,-,0,2019-08-05 15:29:52,,
1158188620836220936,@maraIcuadrado Ya está escrito!!! En proceso de edición y formato ahora mismo 😎 Gracias por preguntar!!! ♥️♥️♥️♥️,https://x.com/undefined/status/1158188620836220936,tweet,@undefined,2,0,1,60,-,0,2019-08-04 20:30:59,,
1158188492591181825,"@wonicawartinez Enhorabuena, compañera.",https://x.com/undefined/status/1158188492591181825,tweet,@undefined,3,0,3,74,-,0,2019-08-04 20:30:29,,
1158187122949599232,@RossyMateo6 Acaso hay otra?! XD,https://x.com/undefined/status/1158187122949599232,tweet,@undefined,2,0,2,67,-,0,2019-08-04 20:25:02,,
1158186894544506880,@maurextiramisu &gt;:v,https://x.com/undefined/status/1158186894544506880,tweet,@undefined,4,0,5,146,-,2,2019-08-04 20:24:08,,
